Tên công ty,Mã số thuế,Địa chỉ,Số điện thoại,Người đại diện,Điện thoại cố định,Link
CÔNG TY TNHH DƯỢC VÀ THIẾT BỊ Y TẾ THƯ AN,,"Nhà số 15, ngách 545/2, phố Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Thành phố Hà Nội",,NGUYỄN THỊ THƯ ANH,0912823247,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D2&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=124108
CÔNG TY TNHH DƯỢC VÀ THIẾT BỊ Y TẾ THƯ AN,,"Nhà số 15, ngách 545/2, phố Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Thành phố Hà Nội",,NGUYỄN THỊ THƯ ANH,0912823247,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D2&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=124104
CÔNG TY TNHH CÔNG NGHỆ Y TẾ MÔI TRƯỜNG SENVIMED,,"Số 82, ngõ 387 Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Thành phố Hà Nội",,Nguyễn Hồng Việt,0368874718,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D2&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=124115
CÔNG TY TNHH THIẾT BỊ Y TẾ TRÀNG THI,,"Biệt thự Long Cảnh Tây 3, Đơn Lập 32, Khu đô thị Vinhomes Thăng Long, Xã An Khánh, Huyện Hoài Đức, thành phố Hà Nội, Việt Nam, Xã An Khánh, Huyện Hoài Đức, Thành phố Hà Nội",,Nguyễn Diệu Linh,0988900787,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D2&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=124123
CÔNG TY CỔ PHẦN DƯỢC PHẨM VÀ THIẾT BỊ Y TẾ AN PHÚ,,"Số 116 ngõ Thái Thịnh 1, Phường Thịnh Quang, Quận Đống Đa, TP Hà Nội, Phường Thịnh Quang, Quận Đống Đa, Thành phố Hà Nội",,Trần Đình Thăng,0903480868,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D2&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=124519
CÔNG TY TNHH DƯỢC PHẨM CÁT LINH,,"Số 19, Đường Gamuda Gardens 2.3, Phường Trần Phú, Quận Hoàng Mai, Thành phố Hà Nội",,Trần Thị Ngọc,0913514989,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D2&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=124702
CÔNG TY TNHH DƯỢC PHẨM CÁT LINH,,"Số 19, Đường Gamuda Gardens 2.3, Phường Trần Phú, Quận Hoàng Mai, Thành phố Hà Nội",,Trần Thị Ngọc,0913514989,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D2&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=124701
CÔNG TY TNHH DƯỢC PHẨM CÁT LINH,,"Số 19, Đường Gamuda Gardens 2.3, Phường Trần Phú, Quận Hoàng Mai, Thành phố Hà Nội",,Trần Thị Ngọc,0913514989,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D2&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=124524
CÔNG TY TNHH EVD CÔNG NGHỆ,,"Tòa nhà EVD, số 431 đường Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Thành phố Hà Nội",,Phạm Thị Kim Chi,0913283893,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D2&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=124303
CÔNG TY TNHH EVD CÔNG NGHỆ,,"Tòa nhà EVD, số 431 đường Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Thành phố Hà Nội",,Phạm Thị Kim Chi,0913283893,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D2&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=124803
CÔNG TY TNHH EVD CÔNG NGHỆ,,"Tòa nhà EVD, số 431 đường Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Thành phố Hà Nội",,Phạm Thị Kim Chi,0913283893,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D2&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=124805
VĂN PHÒNG ĐẠI DIỆN ZIMMER PTE. LTD. TẠI THÀNH PHỐ HÀ NỘI,,"Phòng 1303, tầng 13, Tháp Hà Nội, 49 Hai Bà Trưng, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội",,Nguyễn Trung Hiếu,0984357067,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D2&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=120813
VĂN PHÒNG ĐẠI DIỆN ZIMMER PTE. LTD. TẠI THÀNH PHỐ HÀ NỘI,,"Phòng 1303, tầng 13, Tháp Hà Nội, 49 Hai Bà Trưng, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội",,Nguyễn Trung Hiếu,0984357067,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D2&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=120818
